t_k	Y1	Y2	Y3
0.397404	1.36018	1.50838	0.388155
0.397869	1.36045	1.50875	0.387201
0.398333	1.36072	1.50912	0.386248
0.398798	1.36099	1.50949	0.385294
0.399262	1.36126	1.50985	0.384341
0.399726	1.36153	1.51022	0.383387
0.40019	1.3618	1.51058	0.382433
0.400653	1.36207	1.51094	0.38148
0.401117	1.36233	1.5113	0.380526
0.40158	1.3626	1.51166	0.379572
0.402043	1.36287	1.51202	0.378619
0.402506	1.36313	1.51238	0.377665
0.402968	1.3634	1.51274	0.376711
0.403431	1.36366	1.51309	0.375758
0.403893	1.36392	1.51345	0.374804
0.404355	1.36418	1.5138	0.37385
0.404817	1.36444	1.51416	0.372896
0.405279	1.36471	1.51451	0.371942
0.40574	1.36497	1.51486	0.370988
0.406201	1.36522	1.51521	0.370035
0.406663	1.36548	1.51556	0.369081
0.407124	1.36574	1.51591	0.368127
0.407584	1.366	1.51626	0.367173
0.408045	1.36625	1.5166	0.366219
0.408505	1.36651	1.51695	0.365265
0.408965	1.36677	1.51729	0.364311
0.409425	1.36702	1.51764	0.363357
0.409885	1.36727	1.51798	0.362403
0.410345	1.36753	1.51832	0.361449
0.410804	1.36778	1.51866	0.360495
0.411264	1.36803	1.519	0.359541
0.411723	1.36828	1.51934	0.358587
0.412182	1.36853	1.51968	0.357633
0.412641	1.36878	1.52001	0.356679
0.413099	1.36903	1.52035	0.355724
0.413558	1.36928	1.52068	0.35477
0.414016	1.36952	1.52102	0.353816
0.414474	1.36977	1.52135	0.352862
0.414932	1.37002	1.52168	0.351908
0.41539	1.37026	1.52201	0.350953
0.415847	1.37051	1.52234	0.349999
0.416305	1.37075	1.52267	0.349045
0.416762	1.37099	1.523	0.348091
0.417219	1.37123	1.52333	0.347136
0.417676	1.37148	1.52365	0.346182
0.418132	1.37172	1.52398	0.345228
0.418589	1.37196	1.5243	0.344273
0.419045	1.3722	1.52463	0.343319
0.419501	1.37244	1.52495	0.342365
0.419957	1.37267	1.52527	0.34141
0.420413	1.37291	1.52559	0.340456
0.420869	1.37315	1.52591	0.339501
0.421324	1.37338	1.52623	0.338547
0.42178	1.37362	1.52655	0.337592
0.422235	1.37385	1.52686	0.336638
0.42269	1.37409	1.52718	0.335683
0.423145	1.37432	1.52749	0.334729
0.4236	1.37455	1.52781	0.333774
0.424054	1.37478	1.52812	0.33282
0.424508	1.37502	1.52843	0.331865
0.424963	1.37525	1.52874	0.330911
0.425417	1.37548	1.52905	0.329956
0.425871	1.3757	1.52936	0.329002
0.426324	1.37593	1.52967	0.328047
0.426778	1.37616	1.52998	0.327092
0.427231	1.37639	1.53028	0.326138
0.427685	1.37661	1.53059	0.325183
0.428138	1.37684	1.53089	0.324228
0.428591	1.37706	1.5312	0.323274
0.429043	1.37729	1.5315	0.322319
0.429496	1.37751	1.5318	0.321364
0.429949	1.37773	1.5321	0.320409
0.430401	1.37796	1.5324	0.319455
0.430853	1.37818	1.5327	0.3185
0.431305	1.3784	1.533	0.317545
0.431757	1.37862	1.53329	0.31659
0.432209	1.37884	1.53359	0.315635
0.43266	1.37906	1.53388	0.31468
0.433112	1.37927	1.53418	0.313726
0.433563	1.37949	1.53447	0.312771
0.434014	1.37971	1.53476	0.311816
0.434465	1.37992	1.53505	0.310861
0.434916	1.38014	1.53534	0.309906
0.435366	1.38035	1.53563	0.308951
0.435817	1.38057	1.53592	0.307996
0.436267	1.38078	1.53621	0.307041
0.436717	1.38099	1.53649	0.306086
0.437167	1.3812	1.53678	0.305131
0.437617	1.38142	1.53706	0.304176
0.438067	1.38163	1.53735	0.303221
0.438517	1.38184	1.53763	0.302266
0.438966	1.38204	1.53791	0.301311
0.439416	1.38225	1.53819	0.300356
0.439865	1.38246	1.53847	0.299401
0.440314	1.38267	1.53875	0.298446
0.440763	1.38287	1.53903	0.297491
0.441212	1.38308	1.53931	0.296536
0.44166	1.38328	1.53958	0.29558
0.442109	1.38349	1.53986	0.294625
0.442557	1.38369	1.54013	0.29367
0.443005	1.38389	1.5404	0.292715
0.443453	1.3841	1.54068	0.29176
0.443901	1.3843	1.54095	0.290805
0.444349	1.3845	1.54122	0.289849
0.444797	1.3847	1.54149	0.288894
0.445244	1.3849	1.54176	0.287939
0.445692	1.3851	1.54202	0.286984
0.446139	1.38529	1.54229	0.286028
0.446586	1.38549	1.54256	0.285073
0.447033	1.38569	1.54282	0.284118
0.44748	1.38588	1.54308	0.283162
0.447927	1.38608	1.54335	0.282207
0.448373	1.38627	1.54361	0.281252
0.44882	1.38647	1.54387	0.280296
0.449266	1.38666	1.54413	0.279341
0.449712	1.38685	1.54439	0.278386
0.450158	1.38704	1.54465	0.27743
0.450604	1.38723	1.54491	0.276475
0.45105	1.38743	1.54516	0.275519
0.451496	1.38761	1.54542	0.274564
0.451941	1.3878	1.54567	0.273609
0.452387	1.38799	1.54593	0.272653
0.452832	1.38818	1.54618	0.271698
0.453277	1.38837	1.54643	0.270742
0.453722	1.38855	1.54668	0.269787
0.454167	1.38874	1.54693	0.268831
0.454612	1.38892	1.54718	0.267876
0.455056	1.38911	1.54743	0.26692
0.455501	1.38929	1.54768	0.265965
0.455945	1.38947	1.54792	0.265009
0.45639	1.38966	1.54817	0.264053
0.456834	1.38984	1.54841	0.263098
0.457278	1.39002	1.54866	0.262142
0.457722	1.3902	1.5489	0.261187
0.458166	1.39038	1.54914	0.260231
0.458609	1.39056	1.54938	0.259275
0.459053	1.39074	1.54962	0.25832
0.459496	1.39091	1.54986	0.257364
0.45994	1.39109	1.5501	0.256408
0.460383	1.39127	1.55034	0.255453
0.460826	1.39144	1.55057	0.254497
0.461269	1.39162	1.55081	0.253541
0.461712	1.39179	1.55104	0.252586
0.462154	1.39196	1.55127	0.25163
0.462597	1.39214	1.55151	0.250674
0.46304	1.39231	1.55174	0.249718
0.463482	1.39248	1.55197	0.248763
0.463924	1.39265	1.5522	0.247807
0.464366	1.39282	1.55243	0.246851
0.464808	1.39299	1.55266	0.245895
0.46525	1.39316	1.55288	0.244939
0.465692	1.39333	1.55311	0.243984
0.466134	1.3935	1.55333	0.243028
0.466575	1.39366	1.55356	0.242072
0.467017	1.39383	1.55378	0.241116
0.467458	1.39399	1.554	0.24016
0.467899	1.39416	1.55423	0.239204
0.468341	1.39432	1.55445	0.238249
0.468782	1.39449	1.55467	0.237293
0.469223	1.39465	1.55489	0.236337
0.469663	1.39481	1.5551	0.235381
0.470104	1.39497	1.55532	0.234425
0.470545	1.39513	1.55554	0.233469
0.470985	1.39529	1.55575	0.232513
0.471426	1.39545	1.55597	0.231557
0.471866	1.39561	1.55618	0.230601
0.472306	1.39577	1.55639	0.229645
0.472746	1.39593	1.5566	0.228689
0.473186	1.39608	1.55681	0.227733
0.473626	1.39624	1.55702	0.226777
0.474066	1.39639	1.55723	0.225821
0.474505	1.39655	1.55744	0.224865
0.474945	1.3967	1.55765	0.223909
0.475384	1.39685	1.55785	0.222953
0.475824	1.39701	1.55806	0.221997
0.476263	1.39716	1.55826	0.221041
0.476702	1.39731	1.55847	0.220085
0.477141	1.39746	1.55867	0.219129
0.47758	1.39761	1.55887	0.218172
0.478019	1.39776	1.55907	0.217216
0.478458	1.39791	1.55927	0.21626
0.478896	1.39806	1.55947	0.215304
0.479335	1.3982	1.55967	0.214348
0.479773	1.39835	1.55987	0.213392
0.480212	1.3985	1.56006	0.212436
0.48065	1.39864	1.56026	0.211479
0.481088	1.39879	1.56045	0.210523
0.481526	1.39893	1.56065	0.209567
0.481964	1.39907	1.56084	0.208611
0.482402	1.39922	1.56103	0.207655
0.48284	1.39936	1.56122	0.206698
0.483278	1.3995	1.56141	0.205742
0.483715	1.39964	1.5616	0.204786
0.484153	1.39978	1.56179	0.20383
0.48459	1.39992	1.56197	0.202873
0.485027	1.40006	1.56216	0.201917
0.485465	1.4002	1.56235	0.200961
0.485902	1.40033	1.56253	0.200005
0.486339	1.40047	1.56271	0.199048
0.486776	1.40061	1.5629	0.198092
0.487213	1.40074	1.56308	0.197136
0.487649	1.40088	1.56326	0.196179
0.488086	1.40101	1.56344	0.195223
0.488523	1.40114	1.56362	0.194267
0.488959	1.40128	1.5638	0.19331
0.489396	1.40141	1.56397	0.192354
0.489832	1.40154	1.56415	0.191398
0.490268	1.40167	1.56433	0.190441
0.490704	1.4018	1.5645	0.189485
0.491141	1.40193	1.56468	0.188529
0.491577	1.40206	1.56485	0.187572
0.492012	1.40218	1.56502	0.186616
0.492448	1.40231	1.56519	0.185659
0.492884	1.40244	1.56536	0.184703
0.49332	1.40256	1.56553	0.183746
0.493755	1.40269	1.5657	0.18279
0.494191	1.40281	1.56587	0.181834
0.494626	1.40294	1.56603	0.180877
0.495062	1.40306	1.5662	0.179921
0.495497	1.40318	1.56636	0.178964
0.495932	1.40331	1.56653	0.178008
0.496367	1.40343	1.56669	0.177051
0.496802	1.40355	1.56685	0.176095
0.497237	1.40367	1.56701	0.175138
0.497672	1.40379	1.56717	0.174182
0.498107	1.40391	1.56733	0.173225
0.498541	1.40402	1.56749	0.172269
0.498976	1.40414	1.56765	0.171312
0.499411	1.40426	1.56781	0.170356
0.499845	1.40437	1.56796	0.169399
0.500279	1.40449	1.56812	0.168442
0.500714	1.4046	1.56827	0.167486
0.501148	1.40472	1.56842	0.166529
0.501582	1.40483	1.56858	0.165573
0.502016	1.40494	1.56873	0.164616
0.50245	1.40506	1.56888	0.163659
0.502884	1.40517	1.56903	0.162703
0.503318	1.40528	1.56918	0.161746
0.503752	1.40539	1.56933	0.16079
0.504186	1.4055	1.56947	0.159833
0.504619	1.40561	1.56962	0.158876
0.505053	1.40572	1.56976	0.15792
0.505487	1.40582	1.56991	0.156963
0.50592	1.40593	1.57005	0.156006
0.506353	1.40604	1.57019	0.15505
0.506787	1.40614	1.57034	0.154093
0.50722	1.40625	1.57048	0.153136
0.507653	1.40635	1.57062	0.15218
0.508086	1.40645	1.57076	0.151223
0.508519	1.40656	1.57089	0.150266
0.508952	1.40666	1.57103	0.14931
0.509385	1.40676	1.57117	0.148353
0.509818	1.40686	1.5713	0.147396
0.510251	1.40696	1.57144	0.14644
0.510684	1.40706	1.57157	0.145483
0.511116	1.40716	1.5717	0.144526
0.511549	1.40726	1.57184	0.143569
0.511981	1.40736	1.57197	0.142613
0.512414	1.40745	1.5721	0.141656
0.512846	1.40755	1.57223	0.140699
0.513279	1.40765	1.57236	0.139742
0.513711	1.40774	1.57248	0.138786
0.514143	1.40783	1.57261	0.137829
0.514575	1.40793	1.57274	0.136872
0.515007	1.40802	1.57286	0.135915
0.515439	1.40811	1.57298	0.134958
0.515871	1.40821	1.57311	0.134002
0.516303	1.4083	1.57323	0.133045
0.516735	1.40839	1.57335	0.132088
0.517167	1.40848	1.57347	0.131131
0.517599	1.40857	1.57359	0.130174
0.51803	1.40865	1.57371	0.129217
0.518462	1.40874	1.57383	0.128261
0.518894	1.40883	1.57394	0.127304
0.519325	1.40892	1.57406	0.126347
0.519757	1.409	1.57418	0.12539
0.520188	1.40909	1.57429	0.124433
0.520619	1.40917	1.5744	0.123476
0.521051	1.40925	1.57452	0.12252
0.521482	1.40934	1.57463	0.121563
0.521913	1.40942	1.57474	0.120606
0.522344	1.4095	1.57485	0.119649
0.522775	1.40958	1.57496	0.118692
0.523206	1.40966	1.57507	0.117735
0.523637	1.40974	1.57517	0.116778
0.524068	1.40982	1.57528	0.115821
0.524499	1.4099	1.57539	0.114864
0.52493	1.40998	1.57549	0.113907
0.525361	1.41006	1.57559	0.112951
0.525791	1.41013	1.5757	0.111994
0.526222	1.41021	1.5758	0.111037
0.526653	1.41028	1.5759	0.11008
0.527083	1.41036	1.576	0.109123
0.527514	1.41043	1.5761	0.108166
0.527944	1.41051	1.5762	0.107209
0.528375	1.41058	1.5763	0.106252
0.528805	1.41065	1.57639	0.105295
0.529235	1.41072	1.57649	0.104338
0.529666	1.41079	1.57658	0.103381
0.530096	1.41086	1.57668	0.102424
0.530526	1.41093	1.57677	0.101467
0.530956	1.411	1.57686	0.10051
0.531386	1.41107	1.57695	0.0995531
0.531817	1.41114	1.57705	0.0985961
0.532247	1.41121	1.57713	0.0976391
0.532677	1.41127	1.57722	0.0966821
0.533106	1.41134	1.57731	0.0957251
0.533536	1.4114	1.5774	0.0947681
0.533966	1.41147	1.57749	0.0938111
0.534396	1.41153	1.57757	0.0928541
0.534826	1.41159	1.57766	0.091897
0.535256	1.41165	1.57774	0.09094
0.535685	1.41172	1.57782	0.089983
0.536115	1.41178	1.5779	0.0890259
0.536545	1.41184	1.57798	0.0880689
0.536974	1.4119	1.57806	0.0871119
0.537404	1.41196	1.57814	0.0861548
0.537833	1.41202	1.57822	0.0851978
0.538263	1.41207	1.5783	0.0842407
0.538692	1.41213	1.57838	0.0832837
0.539121	1.41219	1.57845	0.0823266
0.539551	1.41224	1.57853	0.0813695
0.53998	1.4123	1.5786	0.0804125
0.540409	1.41235	1.57867	0.0794554
0.540839	1.41241	1.57875	0.0784983
0.541268	1.41246	1.57882	0.0775412
0.541697	1.41251	1.57889	0.0765842
0.542126	1.41256	1.57896	0.0756271
0.542555	1.41261	1.57903	0.07467
0.542984	1.41267	1.57909	0.0737129
0.543413	1.41271	1.57916	0.0727558
0.543842	1.41276	1.57923	0.0717987
0.544271	1.41281	1.57929	0.0708416
0.5447	1.41286	1.57936	0.0698845
0.545129	1.41291	1.57942	0.0689274
0.545558	1.41295	1.57948	0.0679703
0.545987	1.413	1.57955	0.0670132
0.546416	1.41305	1.57961	0.066056
0.546845	1.41309	1.57967	0.0650989
0.547274	1.41314	1.57973	0.0641418
0.547702	1.41318	1.57978	0.0631847
0.548131	1.41322	1.57984	0.0622276
0.54856	1.41326	1.5799	0.0612704
0.548988	1.41331	1.57995	0.0603133
0.549417	1.41335	1.58001	0.0593562
0.549846	1.41339	1.58006	0.058399
0.550274	1.41343	1.58011	0.0574419
0.550703	1.41346	1.58017	0.0564847
0.551131	1.4135	1.58022	0.0555276
0.55156	1.41354	1.58027	0.0545704
0.551988	1.41358	1.58032	0.0536133
0.552417	1.41361	1.58037	0.0526561
0.552845	1.41365	1.58042	0.051699
0.553274	1.41368	1.58046	0.0507418
0.553702	1.41372	1.58051	0.0497847
0.55413	1.41375	1.58055	0.0488275
0.554559	1.41379	1.5806	0.0478703
0.554987	1.41382	1.58064	0.0469132
0.555415	1.41385	1.58068	0.045956
0.555844	1.41388	1.58073	0.0449988
0.556272	1.41391	1.58077	0.0440417
0.5567	1.41394	1.58081	0.0430845
0.557128	1.41397	1.58085	0.0421273
0.557557	1.414	1.58088	0.0411701
0.557985	1.41403	1.58092	0.0402129
0.558413	1.41405	1.58096	0.0392558
0.558841	1.41408	1.58099	0.0382986
0.559269	1.41411	1.58103	0.0373414
0.559697	1.41413	1.58106	0.0363842
0.560126	1.41416	1.5811	0.035427
0.560554	1.41418	1.58113	0.0344698
0.560982	1.4142	1.58116	0.0335126
0.56141	1.41423	1.58119	0.0325554
0.561838	1.41425	1.58122	0.0315982
0.562266	1.41427	1.58125	0.030641
0.562694	1.41429	1.58128	0.0296839
0.563122	1.41431	1.5813	0.0287267
0.56355	1.41433	1.58133	0.0277695
0.563978	1.41435	1.58135	0.0268123
0.564406	1.41437	1.58138	0.025855
0.564834	1.41438	1.5814	0.0248978
0.565262	1.4144	1.58142	0.0239406
0.56569	1.41442	1.58145	0.0229834
0.566118	1.41443	1.58147	0.0220262
0.566546	1.41445	1.58149	0.021069
0.566974	1.41446	1.58151	0.0201118
0.567401	1.41448	1.58152	0.0191546
0.567829	1.41449	1.58154	0.0181974
0.568257	1.4145	1.58156	0.0172402
0.568685	1.41451	1.58157	0.016283
0.569113	1.41452	1.58159	0.0153258
0.569541	1.41453	1.5816	0.0143685
0.569969	1.41454	1.58162	0.0134113
0.570397	1.41455	1.58163	0.0124541
0.570824	1.41456	1.58164	0.0114969
0.571252	1.41457	1.58165	0.0105397
0.57168	1.41458	1.58166	0.00958246
0.572108	1.41458	1.58167	0.00862525
0.572536	1.41459	1.58168	0.00766803
0.572964	1.41459	1.58168	0.00671081
0.573391	1.4146	1.58169	0.00575359
0.573819	1.4146	1.58169	0.00479638
0.574247	1.41461	1.5817	0.00383916
0.574675	1.41461	1.5817	0.00288194
0.575103	1.41461	1.5817	0.00192472
0.57553	1.41461	1.58171	0.0009675
0.575958	1.41461	1.58171	1.02804e-05
0.576386	1.41461	1.58171	-0.000946939
0.576814	1.41461	1.58171	-0.00190416
0.577242	1.41461	1.5817	-0.00286138
0.577669	1.41461	1.5817	-0.0038186
0.578097	1.41461	1.5817	-0.00477582
0.578525	1.4146	1.58169	-0.00573303
0.578953	1.4146	1.58169	-0.00669025
0.579381	1.41459	1.58168	-0.00764747
0.579809	1.41459	1.58168	-0.00860469
0.580236	1.41458	1.58167	-0.00956191
0.580664	1.41458	1.58166	-0.0105191
0.581092	1.41457	1.58165	-0.0114763
0.58152	1.41456	1.58164	-0.0124336
0.581948	1.41455	1.58163	-0.0133908
0.582376	1.41454	1.58162	-0.014348
0.582803	1.41453	1.5816	-0.0153052
0.583231	1.41452	1.58159	-0.0162624
0.583659	1.41451	1.58157	-0.0172196
0.584087	1.4145	1.58156	-0.0181768
0.584515	1.41449	1.58154	-0.0191341
0.584943	1.41448	1.58152	-0.0200913
0.585371	1.41446	1.58151	-0.0210485
0.585799	1.41445	1.58149	-0.0220057
0.586226	1.41443	1.58147	-0.0229629
0.586654	1.41442	1.58145	-0.0239201
0.587082	1.4144	1.58142	-0.0248773
0.58751	1.41438	1.5814	-0.0258345
0.587938	1.41437	1.58138	-0.0267917
0.588366	1.41435	1.58135	-0.0277489
0.588794	1.41433	1.58133	-0.0287061
0.589222	1.41431	1.5813	-0.0296633
0.58965	1.41429	1.58128	-0.0306205
0.590078	1.41427	1.58125	-0.0315777
0.590506	1.41425	1.58122	-0.0325349
0.590934	1.41423	1.58119	-0.0334921
0.591362	1.4142	1.58116	-0.0344493
0.59179	1.41418	1.58113	-0.0354065
0.592218	1.41416	1.5811	-0.0363637
0.592647	1.41413	1.58106	-0.0373209
0.593075	1.41411	1.58103	-0.0382781
0.593503	1.41408	1.58099	-0.0392353
0.593931	1.41405	1.58096	-0.0401925
0.594359	1.41403	1.58092	-0.0411496
0.594787	1.414	1.58088	-0.0421068
0.595215	1.41397	1.58085	-0.043064
0.595644	1.41394	1.58081	-0.0440212
0.596072	1.41391	1.58077	-0.0449784
0.5965	1.41388	1.58073	-0.0459355
0.596928	1.41385	1.58068	-0.0468927
0.597357	1.41382	1.58064	-0.0478499
0.597785	1.41379	1.5806	-0.048807
0.598213	1.41375	1.58055	-0.0497642
0.598642	1.41372	1.58051	-0.0507214
0.59907	1.41369	1.58046	-0.0516785
0.599498	1.41365	1.58042	-0.0526357
0.599927	1.41361	1.58037	-0.0535929
0.600355	1.41358	1.58032	-0.05455
0.600784	1.41354	1.58027	-0.0555072
0.601212	1.4135	1.58022	-0.0564643
0.601641	1.41347	1.58017	-0.0574215
0.602069	1.41343	1.58012	-0.0583786
0.602498	1.41339	1.58006	-0.0593358
0.602927	1.41335	1.58001	-0.0602929
0.603355	1.41331	1.57995	-0.06125
0.603784	1.41326	1.5799	-0.0622072
0.604212	1.41322	1.57984	-0.0631643
0.604641	1.41318	1.57978	-0.0641214
0.60507	1.41314	1.57973	-0.0650786
0.605499	1.41309	1.57967	-0.0660357
0.605927	1.41305	1.57961	-0.0669928
0.606356	1.413	1.57955	-0.0679499
0.606785	1.41296	1.57948	-0.068907
0.607214	1.41291	1.57942	-0.0698642
0.607643	1.41286	1.57936	-0.0708213
0.608072	1.41281	1.57929	-0.0717784
0.608501	1.41277	1.57923	-0.0727355
0.60893	1.41272	1.57916	-0.0736926
0.609359	1.41267	1.5791	-0.0746497
0.609788	1.41262	1.57903	-0.0756068
0.610217	1.41256	1.57896	-0.0765639
0.610646	1.41251	1.57889	-0.077521
0.611075	1.41246	1.57882	-0.078478
0.611504	1.41241	1.57875	-0.0794351
0.611933	1.41235	1.57868	-0.0803922
0.612363	1.4123	1.5786	-0.0813493
0.612792	1.41224	1.57853	-0.0823063
0.613221	1.41219	1.57845	-0.0832634
0.613651	1.41213	1.57838	-0.0842205
0.61408	1.41207	1.5783	-0.0851775
0.614509	1.41202	1.57822	-0.0861346
0.614939	1.41196	1.57815	-0.0870917
0.615368	1.4119	1.57807	-0.0880487
0.615798	1.41184	1.57799	-0.0890057
0.616228	1.41178	1.57791	-0.0899628
0.616657	1.41172	1.57782	-0.0909198
0.617087	1.41166	1.57774	-0.0918769
0.617517	1.41159	1.57766	-0.0928339
0.617946	1.41153	1.57757	-0.0937909
0.618376	1.41147	1.57749	-0.0947479
0.618806	1.4114	1.5774	-0.095705
0.619236	1.41134	1.57731	-0.096662
0.619666	1.41127	1.57723	-0.097619
0.620096	1.41121	1.57714	-0.098576
0.620526	1.41114	1.57705	-0.099533
0.620956	1.41107	1.57696	-0.10049
0.621386	1.411	1.57687	-0.101447
0.621816	1.41094	1.57677	-0.102404
0.622246	1.41087	1.57668	-0.103361
0.622676	1.4108	1.57659	-0.104318
0.623106	1.41072	1.57649	-0.105275
0.623537	1.41065	1.57639	-0.106232
0.623967	1.41058	1.5763	-0.107189
0.624397	1.41051	1.5762	-0.108146
0.624828	1.41044	1.5761	-0.109103
0.625258	1.41036	1.576	-0.11006
0.625689	1.41029	1.5759	-0.111017
0.626119	1.41021	1.5758	-0.111974
0.62655	1.41014	1.5757	-0.112931
0.626981	1.41006	1.5756	-0.113887
0.627411	1.40998	1.57549	-0.114844
0.627842	1.4099	1.57539	-0.115801
0.628273	1.40982	1.57528	-0.116758
0.628704	1.40975	1.57518	-0.117715
0.629135	1.40967	1.57507	-0.118672
0.629566	1.40959	1.57496	-0.119629
0.629997	1.4095	1.57485	-0.120586
0.630428	1.40942	1.57474	-0.121543
0.630859	1.40934	1.57463	-0.1225
0.63129	1.40926	1.57452	-0.123457
0.631721	1.40917	1.57441	-0.124413
0.632153	1.40909	1.57429	-0.12537
0.632584	1.409	1.57418	-0.126327
0.633015	1.40892	1.57406	-0.127284
0.633447	1.40883	1.57395	-0.128241
0.633878	1.40874	1.57383	-0.129198
0.63431	1.40866	1.57371	-0.130155
0.634742	1.40857	1.57359	-0.131111
0.635173	1.40848	1.57347	-0.132068
0.635605	1.40839	1.57335	-0.133025
0.636037	1.4083	1.57323	-0.133982
0.636469	1.40821	1.57311	-0.134939
0.636901	1.40812	1.57299	-0.135895
0.637333	1.40802	1.57286	-0.136852
0.637765	1.40793	1.57274	-0.137809
0.638197	1.40784	1.57261	-0.138766
0.638629	1.40774	1.57249	-0.139723
0.639061	1.40765	1.57236	-0.140679
0.639493	1.40755	1.57223	-0.141636
0.639926	1.40746	1.5721	-0.142593
0.640358	1.40736	1.57197	-0.14355
0.640791	1.40726	1.57184	-0.144506
0.641223	1.40716	1.57171	-0.145463
0.641656	1.40706	1.57158	-0.14642
0.642088	1.40696	1.57144	-0.147377
0.642521	1.40686	1.57131	-0.148333
0.642954	1.40676	1.57117	-0.14929
0.643387	1.40666	1.57103	-0.150247
0.64382	1.40656	1.5709	-0.151204
0.644253	1.40646	1.57076	-0.15216
0.644686	1.40635	1.57062	-0.153117
0.645119	1.40625	1.57048	-0.154074
0.645552	1.40614	1.57034	-0.15503
0.645985	1.40604	1.5702	-0.155987
0.646419	1.40593	1.57006	-0.156944
0.646852	1.40583	1.56991	-0.1579
0.647285	1.40572	1.56977	-0.158857
0.647719	1.40561	1.56962	-0.159814
0.648153	1.4055	1.56948	-0.16077
0.648586	1.40539	1.56933	-0.161727
0.64902	1.40528	1.56918	-0.162684
0.649454	1.40517	1.56903	-0.16364
0.649888	1.40506	1.56888	-0.164597
0.650322	1.40495	1.56873	-0.165553
0.650756	1.40483	1.56858	-0.16651
0.65119	1.40472	1.56843	-0.167467
0.651624	1.40461	1.56828	-0.168423
0.652058	1.40449	1.56812	-0.16938
0.652492	1.40438	1.56797	-0.170336
0.652927	1.40426	1.56781	-0.171293
0.653361	1.40414	1.56765	-0.172249
0.653796	1.40403	1.5675	-0.173206
0.654231	1.40391	1.56734	-0.174162
0.654665	1.40379	1.56718	-0.175119
0.6551	1.40367	1.56702	-0.176076
0.655535	1.40355	1.56686	-0.177032
0.65597	1.40343	1.56669	-0.177989
0.656405	1.40331	1.56653	-0.178945
0.65684	1.40319	1.56637	-0.179902
0.657275	1.40306	1.5662	-0.180858
0.65771	1.40294	1.56604	-0.181815
0.658146	1.40282	1.56587	-0.182771
0.658581	1.40269	1.5657	-0.183727
0.659017	1.40257	1.56554	-0.184684
0.659452	1.40244	1.56537	-0.18564
0.659888	1.40232	1.5652	-0.186597
0.660324	1.40219	1.56502	-0.187553
0.660759	1.40206	1.56485	-0.18851
0.661195	1.40193	1.56468	-0.189466
0.661631	1.4018	1.56451	-0.190422
0.662067	1.40167	1.56433	-0.191379
0.662504	1.40154	1.56416	-0.192335
0.66294	1.40141	1.56398	-0.193292
0.663376	1.40128	1.5638	-0.194248
0.663813	1.40115	1.56362	-0.195204
0.664249	1.40101	1.56345	-0.196161
0.664686	1.40088	1.56327	-0.197117
0.665123	1.40074	1.56308	-0.198073
0.665559	1.40061	1.5629	-0.19903
0.665996	1.40047	1.56272	-0.199986
0.666433	1.40034	1.56254	-0.200942
0.66687	1.4002	1.56235	-0.201899
0.667307	1.40006	1.56217	-0.202855
0.667745	1.39992	1.56198	-0.203811
0.668182	1.39978	1.56179	-0.204767
0.668619	1.39964	1.5616	-0.205724
0.669057	1.3995	1.56142	-0.20668
0.669494	1.39936	1.56123	-0.207636
0.669932	1.39922	1.56104	-0.208592
0.67037	1.39908	1.56084	-0.209549
0.670808	1.39893	1.56065	-0.210505
0.671246	1.39879	1.56046	-0.211461
0.671684	1.39865	1.56026	-0.212417
0.672122	1.3985	1.56007	-0.213373
0.67256	1.39835	1.55987	-0.21433
0.672999	1.39821	1.55967	-0.215286
0.673437	1.39806	1.55948	-0.216242
0.673876	1.39791	1.55928	-0.217198
0.674314	1.39776	1.55908	-0.218154
0.674753	1.39762	1.55888	-0.21911
0.675192	1.39747	1.55868	-0.220066
0.675631	1.39731	1.55847	-0.221022
0.67607	1.39716	1.55827	-0.221979
0.676509	1.39701	1.55807	-0.222935
0.676948	1.39686	1.55786	-0.223891
0.677387	1.39671	1.55765	-0.224847
0.677827	1.39655	1.55745	-0.225803
0.678266	1.3964	1.55724	-0.226759
0.678706	1.39624	1.55703	-0.227715
0.679146	1.39609	1.55682	-0.228671
0.679586	1.39593	1.55661	-0.229627
0.680026	1.39577	1.5564	-0.230583
0.680466	1.39561	1.55619	-0.231539
0.680906	1.39546	1.55597	-0.232495
0.681346	1.3953	1.55576	-0.233451
0.681787	1.39514	1.55554	-0.234407
0.682227	1.39498	1.55533	-0.235363
0.682668	1.39481	1.55511	-0.236319
0.683108	1.39465	1.55489	-0.237275
0.683549	1.39449	1.55467	-0.238231
0.68399	1.39433	1.55445	-0.239187
0.684431	1.39416	1.55423	-0.240142
0.684872	1.394	1.55401	-0.241098
0.685314	1.39383	1.55379	-0.242054
0.685755	1.39367	1.55357	-0.24301
0.686196	1.3935	1.55334	-0.243966
0.686638	1.39333	1.55312	-0.244922
0.68708	1.39316	1.55289	-0.245878
0.687521	1.393	1.55266	-0.246833
0.687963	1.39283	1.55244	-0.247789
0.688405	1.39266	1.55221	-0.248745
0.688848	1.39249	1.55198	-0.249701
0.68929	1.39231	1.55175	-0.250657
0.689732	1.39214	1.55151	-0.251612
0.690175	1.39197	1.55128	-0.252568
0.690617	1.3918	1.55105	-0.253524
0.69106	1.39162	1.55081	-0.25448
0.691503	1.39145	1.55058	-0.255435
0.691946	1.39127	1.55034	-0.256391
0.692389	1.3911	1.55011	-0.257347
0.692832	1.39092	1.54987	-0.258302
