t_k	Y1	Y2	Y3
0.693275	1.39074	1.54963	-0.259258
0.693719	1.39056	1.54939	-0.260214
0.694162	1.39038	1.54915	-0.261169
0.694606	1.39021	1.54891	-0.262125
0.69505	1.39003	1.54866	-0.263081
0.695494	1.38984	1.54842	-0.264036
0.695938	1.38966	1.54818	-0.264992
0.696382	1.38948	1.54793	-0.265947
0.696826	1.3893	1.54768	-0.266903
0.697271	1.38911	1.54744	-0.267858
0.697715	1.38893	1.54719	-0.268814
0.69816	1.38874	1.54694	-0.26977
0.698605	1.38856	1.54669	-0.270725
0.69905	1.38837	1.54644	-0.271681
0.699495	1.38819	1.54619	-0.272636
0.69994	1.388	1.54594	-0.273592
0.700385	1.38781	1.54568	-0.274547
0.70083	1.38762	1.54543	-0.275503
0.701276	1.38743	1.54517	-0.276458
0.701722	1.38724	1.54491	-0.277413
0.702167	1.38705	1.54466	-0.278369
0.702613	1.38686	1.5444	-0.279324
0.703059	1.38667	1.54414	-0.28028
0.703506	1.38647	1.54388	-0.281235
0.703952	1.38628	1.54362	-0.28219
0.704398	1.38608	1.54336	-0.283146
0.704845	1.38589	1.54309	-0.284101
0.705292	1.38569	1.54283	-0.285056
0.705739	1.3855	1.54257	-0.286012
0.706186	1.3853	1.5423	-0.286967
0.706633	1.3851	1.54203	-0.287922
0.70708	1.3849	1.54177	-0.288878
0.707527	1.3847	1.5415	-0.289833
0.707975	1.3845	1.54123	-0.290788
0.708422	1.3843	1.54096	-0.291743
0.70887	1.3841	1.54069	-0.292699
0.709318	1.3839	1.54041	-0.293654
0.709766	1.3837	1.54014	-0.294609
0.710214	1.38349	1.53987	-0.295564
0.710663	1.38329	1.53959	-0.296519
0.711111	1.38309	1.53932	-0.297474
0.71156	1.38288	1.53904	-0.29843
0.712009	1.38267	1.53876	-0.299385
0.712458	1.38247	1.53848	-0.30034
0.712907	1.38226	1.5382	-0.301295
0.713356	1.38205	1.53792	-0.30225
0.713805	1.38184	1.53764	-0.303205
0.714255	1.38163	1.53736	-0.30416
0.714704	1.38142	1.53707	-0.305115
0.715154	1.38121	1.53679	-0.30607
0.715604	1.381	1.5365	-0.307025
0.716054	1.38079	1.53622	-0.30798
0.716504	1.38057	1.53593	-0.308935
0.716955	1.38036	1.53564	-0.30989
0.717405	1.38015	1.53535	-0.310845
0.717856	1.37993	1.53506	-0.3118
0.718307	1.37972	1.53477	-0.312755
0.718758	1.3795	1.53448	-0.31371
0.719209	1.37928	1.53419	-0.314665
0.71966	1.37906	1.53389	-0.31562
0.720111	1.37885	1.5336	-0.316574
0.720563	1.37863	1.5333	-0.317529
0.721015	1.37841	1.53301	-0.318484
0.721466	1.37819	1.53271	-0.319439
0.721918	1.37796	1.53241	-0.320394
0.722371	1.37774	1.53211	-0.321348
0.722823	1.37752	1.53181	-0.322303
0.723275	1.3773	1.53151	-0.323258
0.723728	1.37707	1.53121	-0.324213
0.724181	1.37685	1.53091	-0.325167
0.724634	1.37662	1.5306	-0.326122
0.725087	1.3764	1.5303	-0.327077
0.72554	1.37617	1.52999	-0.328032
0.725993	1.37594	1.52968	-0.328986
0.726447	1.37571	1.52937	-0.329941
0.726901	1.37548	1.52907	-0.330895
0.727355	1.37525	1.52876	-0.33185
0.727809	1.37502	1.52845	-0.332805
0.728263	1.37479	1.52813	-0.333759
0.728717	1.37456	1.52782	-0.334714
0.729172	1.37433	1.52751	-0.335668
0.729626	1.3741	1.52719	-0.336623
0.730081	1.37386	1.52688	-0.337577
0.730536	1.37363	1.52656	-0.338532
0.730991	1.37339	1.52624	-0.339486
0.731447	1.37316	1.52592	-0.340441
0.731902	1.37292	1.52561	-0.341395
0.732358	1.37268	1.52528	-0.34235
0.732814	1.37244	1.52496	-0.343304
0.73327	1.37221	1.52464	-0.344259
0.733726	1.37197	1.52432	-0.345213
0.734182	1.37173	1.52399	-0.346167
0.734639	1.37149	1.52367	-0.347122
0.735096	1.37124	1.52334	-0.348076
0.735552	1.371	1.52302	-0.34903
0.736009	1.37076	1.52269	-0.349985
0.736467	1.37051	1.52236	-0.350939
0.736924	1.37027	1.52203	-0.351893
0.737382	1.37003	1.5217	-0.352847
0.737839	1.36978	1.52137	-0.353802
0.738297	1.36953	1.52103	-0.354756
0.738755	1.36929	1.5207	-0.35571
0.739214	1.36904	1.52036	-0.356664
0.739672	1.36879	1.52003	-0.357618
0.740131	1.36854	1.51969	-0.358572
0.740589	1.36829	1.51935	-0.359527
0.741048	1.36804	1.51902	-0.360481
0.741507	1.36779	1.51868	-0.361435
0.741967	1.36754	1.51833	-0.362389
0.742426	1.36728	1.51799	-0.363343
0.742886	1.36703	1.51765	-0.364297
0.743346	1.36678	1.51731	-0.365251
0.743806	1.36652	1.51696	-0.366205
0.744266	1.36627	1.51662	-0.367159
0.744726	1.36601	1.51627	-0.368113
0.745187	1.36575	1.51592	-0.369067
0.745648	1.36549	1.51558	-0.370021
0.746108	1.36524	1.51523	-0.370975
0.74657	1.36498	1.51488	-0.371929
0.747031	1.36472	1.51452	-0.372882
0.747492	1.36446	1.51417	-0.373836
0.747954	1.36419	1.51382	-0.37479
0.748416	1.36393	1.51346	-0.375744
0.748878	1.36367	1.51311	-0.376698
0.74934	1.36341	1.51275	-0.377652
0.749803	1.36314	1.5124	-0.378605
0.750265	1.36288	1.51204	-0.379559
0.750728	1.36261	1.51168	-0.380513
0.751191	1.36235	1.51132	-0.381466
0.751654	1.36208	1.51096	-0.38242
0.752118	1.36181	1.5106	-0.383374
0.752581	1.36154	1.51023	-0.384327
0.753045	1.36127	1.50987	-0.385281
0.753509	1.361	1.5095	-0.386235
0.753973	1.36073	1.50914	-0.387188
0.754437	1.36046	1.50877	-0.388142
0.754902	1.36019	1.5084	-0.389095
0.755367	1.35992	1.50803	-0.390049
0.755832	1.35964	1.50766	-0.391002
0.756297	1.35937	1.50729	-0.391956
0.756762	1.35909	1.50692	-0.392909
0.757228	1.35882	1.50655	-0.393863
0.757693	1.35854	1.50617	-0.394816
0.758159	1.35826	1.5058	-0.39577
0.758626	1.35799	1.50542	-0.396723
0.759092	1.35771	1.50505	-0.397676
0.759558	1.35743	1.50467	-0.39863
0.760025	1.35715	1.50429	-0.399583
0.760492	1.35687	1.50391	-0.400536
0.760959	1.35659	1.50353	-0.40149
0.761427	1.3563	1.50315	-0.402443
0.761894	1.35602	1.50276	-0.403396
0.762362	1.35574	1.50238	-0.404349
0.76283	1.35545	1.502	-0.405303
0.763298	1.35517	1.50161	-0.406256
0.763767	1.35488	1.50122	-0.407209
0.764235	1.3546	1.50084	-0.408162
0.764704	1.35431	1.50045	-0.409115
0.765173	1.35402	1.50006	-0.410068
0.765642	1.35373	1.49967	-0.411021
0.766112	1.35344	1.49927	-0.411974
0.766581	1.35315	1.49888	-0.412927
0.767051	1.35286	1.49849	-0.41388
0.767521	1.35257	1.49809	-0.414833
0.767992	1.35228	1.4977	-0.415786
0.768462	1.35199	1.4973	-0.416739
0.768933	1.35169	1.4969	-0.417692
0.769404	1.3514	1.4965	-0.418645
0.769875	1.3511	1.4961	-0.419598
0.770346	1.35081	1.4957	-0.420551
0.770818	1.35051	1.4953	-0.421504
0.77129	1.35021	1.4949	-0.422457
0.771762	1.34991	1.49449	-0.423409
0.772234	1.34962	1.49409	-0.424362
0.772707	1.34932	1.49368	-0.425315
0.773179	1.34902	1.49328	-0.426268
0.773652	1.34871	1.49287	-0.42722
0.774125	1.34841	1.49246	-0.428173
0.774599	1.34811	1.49205	-0.429126
0.775072	1.34781	1.49164	-0.430078
0.775546	1.3475	1.49123	-0.431031
0.77602	1.3472	1.49081	-0.431984
0.776495	1.34689	1.4904	-0.432936
0.776969	1.34659	1.48998	-0.433889
0.777444	1.34628	1.48957	-0.434841
0.777919	1.34597	1.48915	-0.435794
0.778394	1.34566	1.48873	-0.436746
0.77887	1.34535	1.48831	-0.437699
0.779345	1.34504	1.48789	-0.438651
0.779821	1.34473	1.48747	-0.439603
0.780297	1.34442	1.48705	-0.440556
0.780774	1.34411	1.48663	-0.441508
0.78125	1.3438	1.4862	-0.442461
0.781727	1.34348	1.48578	-0.443413
0.782204	1.34317	1.48535	-0.444365
0.782681	1.34286	1.48492	-0.445317
0.783159	1.34254	1.4845	-0.44627
0.783637	1.34222	1.48407	-0.447222
0.784115	1.34191	1.48364	-0.448174
0.784593	1.34159	1.4832	-0.449126
0.785072	1.34127	1.48277	-0.450078
0.78555	1.34095	1.48234	-0.451031
0.786029	1.34063	1.4819	-0.451983
0.786508	1.34031	1.48147	-0.452935
0.786988	1.33999	1.48103	-0.453887
0.787468	1.33966	1.48059	-0.454839
0.787948	1.33934	1.48016	-0.455791
0.788428	1.33902	1.47972	-0.456743
0.788908	1.33869	1.47927	-0.457695
0.789389	1.33837	1.47883	-0.458647
0.78987	1.33804	1.47839	-0.459599
0.790351	1.33771	1.47795	-0.46055
0.790833	1.33739	1.4775	-0.461502
0.791314	1.33706	1.47706	-0.462454
0.791796	1.33673	1.47661	-0.463406
0.792278	1.3364	1.47616	-0.464358
0.792761	1.33607	1.47571	-0.465309
0.793244	1.33574	1.47526	-0.466261
0.793727	1.3354	1.47481	-0.467213
0.79421	1.33507	1.47436	-0.468165
0.794693	1.33474	1.4739	-0.469116
0.795177	1.3344	1.47345	-0.470068
0.795661	1.33407	1.47299	-0.471019
0.796145	1.33373	1.47254	-0.471971
0.79663	1.33339	1.47208	-0.472923
0.797114	1.33306	1.47162	-0.473874
0.7976	1.33272	1.47116	-0.474826
0.798085	1.33238	1.4707	-0.475777
0.79857	1.33204	1.47024	-0.476729
0.799056	1.3317	1.46978	-0.47768
0.799542	1.33136	1.46931	-0.478631
0.800029	1.33102	1.46885	-0.479583
0.800515	1.33067	1.46838	-0.480534
0.801002	1.33033	1.46792	-0.481485
0.801489	1.32999	1.46745	-0.482437
0.801977	1.32964	1.46698	-0.483388
0.802464	1.32929	1.46651	-0.484339
0.802952	1.32895	1.46604	-0.48529
0.80344	1.3286	1.46557	-0.486242
0.803929	1.32825	1.46509	-0.487193
0.804418	1.3279	1.46462	-0.488144
0.804907	1.32755	1.46414	-0.489095
0.805396	1.3272	1.46367	-0.490046
0.805886	1.32685	1.46319	-0.490997
0.806375	1.3265	1.46271	-0.491948
0.806866	1.32615	1.46223	-0.492899
0.807356	1.32579	1.46175	-0.49385
0.807847	1.32544	1.46127	-0.494801
0.808338	1.32509	1.46078	-0.495752
0.808829	1.32473	1.4603	-0.496703
0.80932	1.32437	1.45981	-0.497654
0.809812	1.32402	1.45933	-0.498604
0.810304	1.32366	1.45884	-0.499555
0.810797	1.3233	1.45835	-0.500506
0.811289	1.32294	1.45786	-0.501457
0.811782	1.32258	1.45737	-0.502407
0.812275	1.32222	1.45688	-0.503358
0.812769	1.32186	1.45639	-0.504309
0.813263	1.32149	1.45589	-0.505259
0.813757	1.32113	1.4554	-0.50621
0.814251	1.32077	1.4549	-0.50716
0.814746	1.3204	1.45441	-0.508111
0.815241	1.32003	1.45391	-0.509061
0.815736	1.31967	1.45341	-0.510012
0.816232	1.3193	1.45291	-0.510962
0.816727	1.31893	1.45241	-0.511913
0.817223	1.31856	1.45191	-0.512863
0.81772	1.31819	1.4514	-0.513814
0.818217	1.31782	1.4509	-0.514764
0.818714	1.31745	1.45039	-0.515714
0.819211	1.31708	1.44988	-0.516664
0.819709	1.31671	1.44938	-0.517615
0.820206	1.31633	1.44887	-0.518565
0.820705	1.31596	1.44836	-0.519515
0.821203	1.31559	1.44785	-0.520465
0.821702	1.31521	1.44733	-0.521415
0.822201	1.31483	1.44682	-0.522365
0.822701	1.31446	1.44631	-0.523315
0.8232	1.31408	1.44579	-0.524266
0.8237	1.3137	1.44527	-0.525216
0.824201	1.31332	1.44476	-0.526165
0.824701	1.31294	1.44424	-0.527115
0.825202	1.31256	1.44372	-0.528065
0.825703	1.31217	1.4432	-0.529015
0.826205	1.31179	1.44267	-0.529965
0.826707	1.31141	1.44215	-0.530915
0.827209	1.31102	1.44163	-0.531865
0.827712	1.31064	1.4411	-0.532814
0.828214	1.31025	1.44057	-0.533764
0.828718	1.30986	1.44005	-0.534714
0.829221	1.30948	1.43952	-0.535663
0.829725	1.30909	1.43899	-0.536613
0.830229	1.3087	1.43846	-0.537563
0.830733	1.30831	1.43792	-0.538512
0.831238	1.30792	1.43739	-0.539462
0.831743	1.30753	1.43686	-0.540411
0.832249	1.30713	1.43632	-0.541361
0.832754	1.30674	1.43578	-0.54231
0.83326	1.30635	1.43524	-0.54326
0.833767	1.30595	1.43471	-0.544209
0.834273	1.30556	1.43417	-0.545158
0.83478	1.30516	1.43362	-0.546108
0.835288	1.30476	1.43308	-0.547057
0.835795	1.30436	1.43254	-0.548006
0.836303	1.30397	1.43199	-0.548955
0.836812	1.30357	1.43145	-0.549904
0.83732	1.30317	1.4309	-0.550854
0.837829	1.30277	1.43035	-0.551803
0.838338	1.30236	1.4298	-0.552752
0.838848	1.30196	1.42925	-0.553701
0.839358	1.30156	1.4287	-0.55465
0.839868	1.30115	1.42815	-0.555599
0.840379	1.30075	1.4276	-0.556548
0.84089	1.30034	1.42704	-0.557497
0.841401	1.29993	1.42648	-0.558445
0.841913	1.29953	1.42593	-0.559394
0.842425	1.29912	1.42537	-0.560343
0.842938	1.29871	1.42481	-0.561292
0.84345	1.2983	1.42425	-0.562241
0.843963	1.29789	1.42369	-0.563189
0.844477	1.29748	1.42312	-0.564138
0.84499	1.29706	1.42256	-0.565086
0.845505	1.29665	1.422	-0.566035
0.846019	1.29624	1.42143	-0.566984
0.846534	1.29582	1.42086	-0.567932
0.847049	1.29541	1.42029	-0.568881
0.847564	1.29499	1.41972	-0.569829
0.84808	1.29457	1.41915	-0.570778
0.848597	1.29415	1.41858	-0.571726
0.849113	1.29374	1.41801	-0.572674
0.84963	1.29332	1.41743	-0.573623
0.850147	1.29289	1.41686	-0.574571
0.850665	1.29247	1.41628	-0.575519
0.851183	1.29205	1.4157	-0.576467
0.851701	1.29163	1.41512	-0.577415
0.85222	1.2912	1.41454	-0.578364
0.852739	1.29078	1.41396	-0.579312
0.853259	1.29035	1.41338	-0.58026
0.853778	1.28993	1.41279	-0.581208
0.854299	1.2895	1.41221	-0.582156
0.854819	1.28907	1.41162	-0.583104
0.85534	1.28864	1.41104	-0.584052
0.855861	1.28821	1.41045	-0.584999
0.856383	1.28778	1.40986	-0.585947
0.856905	1.28735	1.40927	-0.586895
0.857427	1.28692	1.40867	-0.587843
0.85795	1.28649	1.40808	-0.588791
0.858473	1.28605	1.40749	-0.589738
0.858997	1.28562	1.40689	-0.590686
0.859521	1.28518	1.40629	-0.591633
0.860045	1.28475	1.4057	-0.592581
0.86057	1.28431	1.4051	-0.593529
0.861095	1.28387	1.4045	-0.594476
0.86162	1.28343	1.4039	-0.595424
0.862146	1.28299	1.40329	-0.596371
0.862672	1.28255	1.40269	-0.597318
0.863199	1.28211	1.40208	-0.598266
0.863726	1.28167	1.40148	-0.599213
0.864253	1.28123	1.40087	-0.60016
0.864781	1.28078	1.40026	-0.601107
0.865309	1.28034	1.39965	-0.602055
0.865838	1.27989	1.39904	-0.603002
0.866367	1.27945	1.39843	-0.603949
0.866896	1.279	1.39781	-0.604896
0.867426	1.27855	1.3972	-0.605843
0.867956	1.2781	1.39658	-0.60679
0.868486	1.27766	1.39597	-0.607737
0.869017	1.2772	1.39535	-0.608684
0.869548	1.27675	1.39473	-0.609631
0.87008	1.2763	1.39411	-0.610578
0.870612	1.27585	1.39349	-0.611524
0.871145	1.27539	1.39286	-0.612471
0.871678	1.27494	1.39224	-0.613418
0.872211	1.27448	1.39161	-0.614364
0.872745	1.27403	1.39099	-0.615311
0.873279	1.27357	1.39036	-0.616258
0.873813	1.27311	1.38973	-0.617204
0.874348	1.27265	1.3891	-0.618151
0.874884	1.27219	1.38847	-0.619097
0.87542	1.27173	1.38783	-0.620044
0.875956	1.27127	1.3872	-0.62099
0.876492	1.27081	1.38656	-0.621936
0.877029	1.27035	1.38593	-0.622883
0.877567	1.26988	1.38529	-0.623829
0.878105	1.26942	1.38465	-0.624775
0.878643	1.26895	1.38401	-0.625721
0.879182	1.26849	1.38337	-0.626667
0.879721	1.26802	1.38272	-0.627613
0.88026	1.26755	1.38208	-0.628559
0.8808	1.26708	1.38144	-0.629505
0.881341	1.26661	1.38079	-0.630451
0.881882	1.26614	1.38014	-0.631397
0.882423	1.26567	1.37949	-0.632343
0.882965	1.2652	1.37884	-0.633289
0.883507	1.26472	1.37819	-0.634235
0.88405	1.26425	1.37754	-0.635181
0.884593	1.26377	1.37688	-0.636126
0.885136	1.2633	1.37623	-0.637072
0.88568	1.26282	1.37557	-0.638018
0.886224	1.26234	1.37491	-0.638963
0.886769	1.26186	1.37425	-0.639909
0.887314	1.26138	1.37359	-0.640854
0.88786	1.2609	1.37293	-0.6418
0.888406	1.26042	1.37227	-0.642745
0.888953	1.25994	1.3716	-0.64369
0.8895	1.25946	1.37094	-0.644636
0.890047	1.25897	1.37027	-0.645581
0.890595	1.25849	1.3696	-0.646526
0.891143	1.258	1.36894	-0.647471
0.891692	1.25752	1.36826	-0.648416
0.892241	1.25703	1.36759	-0.649361
0.892791	1.25654	1.36692	-0.650306
0.893341	1.25605	1.36625	-0.651251
0.893892	1.25556	1.36557	-0.652196
0.894443	1.25507	1.36489	-0.653141
0.894995	1.25458	1.36421	-0.654086
0.895547	1.25409	1.36354	-0.655031
0.896099	1.25359	1.36285	-0.655976
0.896652	1.2531	1.36217	-0.65692
0.897205	1.25261	1.36149	-0.657865
0.897759	1.25211	1.3608	-0.65881
0.898314	1.25161	1.36012	-0.659754
0.898869	1.25111	1.35943	-0.660699
0.899424	1.25062	1.35874	-0.661643
0.89998	1.25012	1.35805	-0.662588
0.900536	1.24962	1.35736	-0.663532
0.901093	1.24911	1.35667	-0.664476
0.90165	1.24861	1.35598	-0.665421
0.902208	1.24811	1.35528	-0.666365
0.902766	1.2476	1.35458	-0.667309
0.903324	1.2471	1.35389	-0.668253
0.903884	1.24659	1.35319	-0.669197
0.904443	1.24609	1.35249	-0.670141
0.905003	1.24558	1.35179	-0.671085
0.905564	1.24507	1.35108	-0.672029
0.906125	1.24456	1.35038	-0.672973
0.906687	1.24405	1.34967	-0.673917
0.907249	1.24354	1.34897	-0.674861
0.907811	1.24303	1.34826	-0.675804
0.908374	1.24251	1.34755	-0.676748
0.908938	1.242	1.34684	-0.677692
0.909502	1.24149	1.34613	-0.678635
0.910067	1.24097	1.34541	-0.679579
0.910632	1.24045	1.3447	-0.680522
0.911197	1.23994	1.34398	-0.681466
0.911763	1.23942	1.34326	-0.682409
0.91233	1.2389	1.34254	-0.683353
0.912897	1.23838	1.34182	-0.684296
0.913465	1.23786	1.3411	-0.685239
0.914033	1.23733	1.34038	-0.686182
0.914602	1.23681	1.33966	-0.687125
0.915171	1.23629	1.33893	-0.688068
0.915741	1.23576	1.3382	-0.689011
0.916311	1.23524	1.33747	-0.689954
0.916881	1.23471	1.33675	-0.690897
0.917453	1.23418	1.33601	-0.69184
0.918025	1.23365	1.33528	-0.692783
0.918597	1.23312	1.33455	-0.693726
0.91917	1.23259	1.33381	-0.694669
0.919743	1.23206	1.33308	-0.695611
0.920317	1.23153	1.33234	-0.696554
0.920891	1.231	1.3316	-0.697496
0.921466	1.23046	1.33086	-0.698439
0.922042	1.22993	1.33012	-0.699381
0.922618	1.22939	1.32937	-0.700324
0.923195	1.22886	1.32863	-0.701266
0.923772	1.22832	1.32788	-0.702208
0.924349	1.22778	1.32714	-0.703151
0.924928	1.22724	1.32639	-0.704093
0.925506	1.2267	1.32564	-0.705035
0.926086	1.22616	1.32489	-0.705977
0.926666	1.22561	1.32413	-0.706919
0.927246	1.22507	1.32338	-0.707861
0.927827	1.22453	1.32262	-0.708803
0.928409	1.22398	1.32187	-0.709745
0.928991	1.22344	1.32111	-0.710686
0.929573	1.22289	1.32035	-0.711628
0.930156	1.22234	1.31959	-0.71257
0.93074	1.22179	1.31882	-0.713512
0.931325	1.22124	1.31806	-0.714453
0.93191	1.22069	1.31729	-0.715395
0.932495	1.22014	1.31653	-0.716336
0.933081	1.21959	1.31576	-0.717277
0.933668	1.21903	1.31499	-0.718219
0.934255	1.21848	1.31422	-0.71916
0.934843	1.21792	1.31344	-0.720101
0.935431	1.21737	1.31267	-0.721042
0.93602	1.21681	1.3119	-0.721984
0.936609	1.21625	1.31112	-0.722925
0.9372	1.21569	1.31034	-0.723866
0.93779	1.21513	1.30956	-0.724807
0.938381	1.21457	1.30878	-0.725747
0.938973	1.21401	1.308	-0.726688
0.939566	1.21344	1.30721	-0.727629
0.940159	1.21288	1.30643	-0.72857
0.940752	1.21232	1.30564	-0.72951
0.941347	1.21175	1.30485	-0.730451
0.941941	1.21118	1.30406	-0.731391
0.942537	1.21061	1.30327	-0.732332
0.943133	1.21005	1.30248	-0.733272
0.94373	1.20948	1.30168	-0.734213
0.944327	1.20891	1.30089	-0.735153
0.944925	1.20833	1.30009	-0.736093
0.945523	1.20776	1.29929	-0.737033
0.946122	1.20719	1.29849	-0.737973
0.946722	1.20661	1.29769	-0.738913
0.947322	1.20604	1.29689	-0.739853
0.947923	1.20546	1.29609	-0.740793
0.948525	1.20488	1.29528	-0.741733
0.949127	1.2043	1.29447	-0.742673
0.94973	1.20372	1.29366	-0.743613
0.950333	1.20314	1.29285	-0.744552
0.950937	1.20256	1.29204	-0.745492
0.951542	1.20198	1.29123	-0.746431
0.952147	1.2014	1.29041	-0.747371
0.952753	1.20081	1.2896	-0.74831
0.95336	1.20023	1.28878	-0.74925
0.953967	1.19964	1.28796	-0.750189
0.954575	1.19905	1.28714	-0.751128
0.955183	1.19847	1.28632	-0.752067
0.955792	1.19788	1.28549	-0.753006
0.956402	1.19729	1.28467	-0.753945
0.957013	1.19669	1.28384	-0.754884
0.957624	1.1961	1.28301	-0.755823
0.958236	1.19551	1.28219	-0.756762
0.958848	1.19491	1.28135	-0.757701
0.959461	1.19432	1.28052	-0.758639
0.960075	1.19372	1.27969	-0.759578
0.960689	1.19313	1.27885	-0.760517
0.961304	1.19253	1.27801	-0.761455
0.96192	1.19193	1.27718	-0.762394
0.962536	1.19133	1.27634	-0.763332
0.963154	1.19073	1.27549	-0.76427
0.963771	1.19012	1.27465	-0.765208
0.96439	1.18952	1.27381	-0.766147
0.965009	1.18892	1.27296	-0.767085
0.965629	1.18831	1.27211	-0.768023
0.966249	1.18771	1.27126	-0.768961
0.96687	1.1871	1.27041	-0.769899
0.967492	1.18649	1.26956	-0.770836
0.968115	1.18588	1.2687	-0.771774
0.968738	1.18527	1.26785	-0.772712
0.969362	1.18466	1.26699	-0.773649
0.969986	1.18405	1.26613	-0.774587
0.970612	1.18343	1.26527	-0.775524
0.971238	1.18282	1.26441	-0.776462
0.971865	1.1822	1.26355	-0.777399
0.972492	1.18159	1.26268	-0.778336
0.97312	1.18097	1.26182	-0.779274
0.973749	1.18035	1.26095	-0.780211
0.974379	1.17973	1.26008	-0.781148
0.975009	1.17911	1.25921	-0.782085
0.97564	1.17849	1.25833	-0.783022
0.976272	1.17787	1.25746	-0.783958
0.976904	1.17725	1.25658	-0.784895
0.977537	1.17662	1.25571	-0.785832
0.978171	1.176	1.25483	-0.786768
0.978806	1.17537	1.25395	-0.787705
0.979441	1.17474	1.25306	-0.788641
0.980077	1.17411	1.25218	-0.789578
0.980714	1.17348	1.25129	-0.790514
0.981352	1.17285	1.25041	-0.79145
0.98199	1.17222	1.24952	-0.792387
0.982629	1.17159	1.24863	-0.793323
0.983269	1.17095	1.24774	-0.794259
0.98391	1.17032	1.24684	-0.795195
0.984551	1.16968	1.24595	-0.79613
0.985193	1.16905	1.24505	-0.797066
0.985836	1.16841	1.24415	-0.798002
0.98648	1.16777	1.24325	-0.798938
0.987124	1.16713	1.24235	-0.799873
0.987769	1.16649	1.24145	-0.800809
0.988415	1.16585	1.24054	-0.801744
0.989062	1.1652	1.23963	-0.802679
0.989709	1.16456	1.23873	-0.803615
0.990358	1.16391	1.23782	-0.80455
0.991007	1.16327	1.2369	-0.805485
0.991657	1.16262	1.23599	-0.80642
0.992307	1.16197	1.23508	-0.807355
0.992959	1.16132	1.23416	-0.80829
0.993611	1.16067	1.23324	-0.809224
0.994264	1.16002	1.23232	-0.810159
0.994918	1.15937	1.2314	-0.811094
0.995572	1.15871	1.23048	-0.812028
0.996228	1.15806	1.22955	-0.812963
0.996884	1.1574	1.22862	-0.813897
0.997541	1.15674	1.2277	-0.814831
0.998199	1.15609	1.22677	-0.815766
0.998857	1.15543	1.22583	-0.8167
0.999517	1.15477	1.2249	-0.817634
1.00018	1.15411	1.22397	-0.818567
